Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
Times Green Energy (India) Ltd,"Results For The Financial Year Ended March 31, 2025","Results for the Financial Year Ended March 31, 2025",23-05-2025 14:53:26,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a1af77cb-805c-4956-805e-b6d0fa0dc94e.pdf,0.8591,-0.06296296296296296,-0.008472949266433716,0.322209226331181,Positive
KELTECH Energies Ltd,31.3.25,Financial Results - 31.3.25,23-05-2025 14:49:56,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f55acb8f-2d79-41f1-b1bf-98b34ed3844d.pdf,0.9382,0.021794871794871797,0.028429687023162842,0.5903473676454105,Positive
Swadeshi Polytex Ltd,Results For Year Eneded 31St March-2025,"Consider and approve Audited Financial Results of the company for the quarter and year ened 31st March, 2025",23-05-2025 14:48:54,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c9f44784-ffb8-4206-9d65-9c160fbdd4d5.pdf,-0.2023,0.01541353383458647,0.007929593324661255,0.07391706185222569,Neutral
Hindustan Housing Company Ltd,"Audited Financial Results Of The Company For The Quarter And Year Ended 31St March, 2025","Submission of Audited Financial Results of the Company for the quarter and year ended 31st March, 2025",23-05-2025 14:46:43,https://www.bseindia.com/xml-data/corpfiling/AttachLive/34a5bb6b-84aa-44f9-aa6f-265093f5d1c3.pdf,0.8445,0.04693877551020409,0.1282540261745453,0.5903578405054248,Positive
Nandan Denim Ltd,"Audited Financial Results For The Quarter And Year Ended On March 31, 2025.","Audited Financial Results for the Quarter and Year Ended on March 31, 2025.",23-05-2025 14:45:39,https://www.bseindia.com/xml-data/corpfiling/AttachLive/af8d1259-37ff-4eff-8689-8065c1c68aa0.pdf,0.4588,0.041558441558441565,0.010568499565124512,0.19915808233706983,Positive
Prakash Industries Ltd,"Audited Financial Results For The Period Ended 31St March, 2025","Audited Financial Results for the period ended 31st March, 2025",23-05-2025 14:41:25,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2c1fc7fa-144b-4bea-b85c-279e52776f71.pdf,0.9432,-0.027777777777777776,0.03914019837975502,0.5806887261805932,Positive
AIA Engineering Ltd,"Audited Financial Results For The Quarter/Year Ended 31St March, 2025","The Board of Directors at its meeting held on today approved the Audited Financial Results for Quarter/Year ended March 31, 2025.",23-05-2025 14:40:24,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9840248b-2881-462c-bf02-b07893f67514.pdf,0.8807,0.025,0.073235884308815,0.38175076529264457,Positive
Panchmahal Steel Ltd,Audited Financial Results For The Quarter And Financial Year Ended 31.03.2025,Audited Financial Results for the quarter and financial year ended 31.03.2025,23-05-2025 14:40:09,https://www.bseindia.com/xml-data/corpfiling/AttachLive/97ec0931-2db3-48fb-8be4-8f650c72f898.pdf,0.8225,0.048051948051948054,-0.009813327342271805,0.3404715862129029,Positive
Kakatiya Cement Sugar & Industries Ltd,"Audited Financial Results For The Quarter And Year Ended 31St March, 2025 Duly Considered And Taken On Record By The Board Of Directors Of Our Company At The Meeting Held On 23.05.2025","Audited Financial Results for quarter and year ended 31st March, 2025.",23-05-2025 14:35:50,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e44172d5-863e-4c96-a271-17ee0fcfbdee.pdf,0.9274,-0.11944444444444445,0.027139898389577866,0.54326863618354,Positive
CG Vak Software & Exports Ltd,Financial Results For The Period Ended 31.03.2025,We are pleased to inform you that the Board of Directors of our Company was held today the 23.05.2025 and inter-alia decided the following: 1. Approved the Audited Financials Statements .... Read More..,23-05-2025 14:33:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/510ee4a1-1195-4fc7-9ef9-1b11f90adb4d.pdf,0.9217,-0.026091269841269842,0.0001457519829273224,0.5608963446424973,Positive
Jtekt India Ltd,Audited Financial Results For The Quarter And Year Ended 31St March 2025,Audited Financial Results for the quarter and year ended 31st march 2025,23-05-2025 14:06:52,https://www.bseindia.com/xml-data/corpfiling/AttachLive/96498a5b-339e-4011-b950-ce21abd65bb9.pdf,0.9349,0.014652014652014657,0.06522030383348465,0.5979216955456498,Positive
Cosmo Ferrites Ltd-$,"Audited Financial Results For The Quarter And Year Ended On March 31, 2025","Audited Financial Results for the quarter and year ended on March 31, 2025",23-05-2025 14:05:03,https://www.bseindia.com/xml-data/corpfiling/AttachLive/57aff5d2-de25-4dca-bce9-b33bb2a8a2a1.pdf,0.8807,0.019264069264069268,0.09233825653791428,0.38576069774059507,Positive
Dhabriya Polywood Ltd,"Financial Results For March 31, 2025.","We are enclosing the Audited Financial Results (Standalone & Consolidated) for the quarter & year ended March 31, 2025, together with Auditor''s Report duly reviewed and recommended by .... Read More..",23-05-2025 14:02:31,https://www.bseindia.com/xml-data/corpfiling/AttachLive/688b8d8f-fafb-4568-92d0-fcbbfd2de3e1.pdf,0.9744,-0.00873015873015872,0.19770795106887817,0.646453337701616,Positive
Lakshmi Engineering And Warehousing Ltd,Audited Financial Results For The Quarter And Year Ended 31.03.2025,In terms of Regulations 33(3) (c) and (d) Please find attached herewith Audited Financial Results along with Auditors Report for the Quarter and Year ended 31.03.2025,23-05-2025 13:58:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4eb60091-7a95-4589-a5b9-1b8b10dcb27c.pdf,0.7845,-0.05306122448979592,0.16486118733882904,0.5473399888547099,Positive
Aravali Securities & Finance Ltd,AUDITED FINANCIAL RESULTS FOR THE QUARTER AND YEAR ENDED 31 MARCH 2025,AUDITED FINANCIAL RESULTS FOR THE QUARTER AND YEAR ENDED 31 MARCH 2025,23-05-2025 13:56:58,https://www.bseindia.com/xml-data/corpfiling/AttachLive/de31ea5d-8e3e-4b3a-b3d3-09f780d49062.pdf,0.9477,0.13256302521008403,0.11119452863931656,0.4522072661548202,Positive
Global Health Ltd,"Declaration Under Regulation 33 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015","Declaration under Regulation 33 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",23-05-2025 13:51:45,https://www.bseindia.com/xml-data/corpfiling/AttachLive/0358337c-b6e0-4815-8295-e7c5fb0fb5dc.pdf,0.0772,0.025396825396825397,0.10988600552082062,0.07146484927529381,Neutral
Arfin India Ltd,"Results- Financial Results For The Year Ended 31 March, 2025","AUDITED FINANCIAL RESULTS FOR THE YEAR ENDED 31 MARCH, 2025",23-05-2025 13:47:45,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d3929a2a-01e8-4202-8183-585a45cca29d.pdf,0.3818,-0.07414965986394557,-0.009160544723272324,0.12772693862383463,Positive
TTK Healthcare Ltd-$,"Board Meeting Outcome Held On May 23, 2025","Board Meeting Outcome held on May 23, 2025",23-05-2025 13:46:19,https://www.bseindia.com/xml-data/corpfiling/AttachLive/49d6522e-b003-4455-9f86-833ad1b92396.pdf,0.886,-0.00833333333333333,0.004170287400484085,0.5531510862201453,Positive
BEML Ltd,Financial Results For The Quarter And Year Ended 31.03.2025,Financial results for the quarter and year ended 31.03.2025,23-05-2025 13:43:38,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1feca3a9-b95b-42e1-9899-c51c5e9aed8c.pdf,0.8316,0.04404761904761905,0.0018276050686836243,0.5464025672348909,Positive
Warren Tea Ltd-$,REVISED RESULTS IN REFERRENCE TO MAIL FORM QUERY LODR DATED 22.05.25,PLEASE FIND ATTACHED REVISED FIANCIAL RESULTS IN REFFERENCE TO YOUR E MAIL DATED 22ND MAY 25 REGARDING DISCREPANCIES IN FINANCIAL RESULTS DISCREPANCY 1: CONSOLIDATED RESULTS-AUDITORS .... Read More..,23-05-2025 13:38:01,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b5ec788e-2429-4807-8577-946180e21ad7.pdf,0.9287,0.11696428571428573,-0.17172399163246155,0.35505208822454726,Positive
Sigma Solve Ltd,"Financial Result For Quarter And Year Ended March 31, 2025","Sigma solve Limited submit its standalone and consolidated Financial result for Quarter and Year Ended March 31, 2025",23-05-2025 13:29:02,https://www.bseindia.com/xml-data/corpfiling/AttachLive/cbc22833-ba95-41fc-a8c4-dd5e2bcdd592.pdf,0.9231,0.006122448979591841,0.11071359366178513,0.40429081279241313,Positive
Maruti Interior Products Ltd,Financial Result For The Year Ended On 31.03.2025,Financial result for the year ended on 31.03.2025,23-05-2025 13:24:12,https://www.bseindia.com/xml-data/corpfiling/AttachLive/fb01c430-df4a-474f-9675-cea695bcf9a7.pdf,0.1779,-0.036630036630036625,0.00740409642457962,0.0623922179383629,Neutral
Anjani Portland Cement Ltd-$,Results,Results,23-05-2025 13:20:24,https://www.bseindia.com/xml-data/corpfiling/AttachLive/717fd2ed-c471-444c-bd87-b8349da0c377.pdf,0.7579,-0.03076923076923077,-0.008280795067548752,0.2914449922489662,Positive
Alfred Herbert India Ltd,Audited Financial Results (Standalone And Consolidated) For The Quarter And Year Ended 31St March 2025 And Recommendation Of Dividend,Audited Financial Results (Standalone and Consolidated) for the Quarter and Year ended 31st March 2025 and recommendation of Dividend subject to approval of the members in the ensuing Annual .... Read More..,23-05-2025 12:55:09,https://www.bseindia.com/xml-data/corpfiling/AttachLive/bf49e5c2-933a-4b96-b2ef-edd23bcf04cf.pdf,0.9337,-0.03134920634920634,0.19314904510974884,0.6220199516281628,Positive
Usha Martin Education & Solutions Ltd,Results,"Audited Financial Results for the year ended 31st March, 2025",23-05-2025 12:51:35,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9abd0494-fd62-4dd0-bc5d-a00793d9724a.pdf,0.7717,0.025714285714285724,0.05164516717195511,0.33188783586587234,Positive
Kernex Microsystems India Ltd,Results For The Quarter And Financial Year Ended 31St March 2025,Results for the quarter and financial year ended 31st March 2025,23-05-2025 12:48:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9d0545ca-7954-4c60-8fee-123d800149ef.pdf,0.743,-0.014285714285714285,0.11020943522453308,0.32597711628164566,Positive
