Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
NILKAMAL,Nilkamal Limited,Copy of Newspaper Publication,"Nilkamal Limited has informed the Exchange about Copy of Newspaper Publication for 39th Annual General Meeting to be held on July 18, 2025.",23-Jun-2025 12:17:17,https://nsearchives.nseindia.com/corporate/NILKAMAL_23062025121656_SE_Combine_Letter.pdf,-0.7096,-0.043131868131868124,-0.07339248061180115,0.5043738500491604,Negative
ABSLAMC,Aditya Birla Sun Life AMC Limited,Shareholders meeting,"Please find attached voting result along with Scrutinizer's report for Postal Ballot Notice dated May 22, 2025.",23-Jun-2025 12:16:39,https://nsearchives.nseindia.com/corporate/ABSLAMC_23062025121418_ABSLAMC.pdf,0.9771,0.06607142857142857,0.08204612880945206,0.021992691137535214,Neutral
RHIM,RHI MAGNESITA INDIA LIMITED,Copy of Newspaper Publication,RHI MAGNESITA INDIA LTD has informed the Exchange about Copy of Newspaper Publication,23-Jun-2025 12:17:57,https://nsearchives.nseindia.com/corporate/RHIM_23062025121741_Newspaper_Publication.pdf,0.3612,-0.0010989010989010972,0.03238924220204353,0.20182168288795826,Negative
GILLANDERS,Gillanders Arbuthnot & Company Limited,Trading Window-XBRL,GILLANDERS ARBUTHNOT & COMPANY LIMITED has informed the Exchange about Closure of Trading Window,23-Jun-2025 12:14:36,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469508_23062025121435_WEB.xml,-0.3885,-0.07142857142857142,-0.027647200971841812,0.41831909918252913,Negative
KREBSBIO,Krebs Biochemicals and Industries Limited,Trading Window-XBRL,Krebs Biochemicals and Industries Limited has informed the Exchange about Closure of Trading Window,23-Jun-2025 12:12:13,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469506_23062025121212_WEB.xml,-0.2263,-0.07142857142857142,-0.036806803196668625,0.3800362546062895,Negative
RSYSTEMS,R Systems International Limited,News Verification,The Exchange has sought clarification from R Systems International Limited with respect to recent news item captioned R Systems shares jump 6% on reports of Coforge considering stake acquisition.  The response from the Company is attached.,23-Jun-2025 12:10:21,https://nsearchives.nseindia.com/corporate/RSYSTEMS_23062025120950_RSYSTEMS.pdf,0.9723,0.03663979698462458,-0.2753627598285675,0.08157104920395847,Neutral
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Analysts/Institutional Investor Meet/Con. Call Updates,"Pursuant to the provision of Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations 2015, we would like to inform you that the Management of the Company will be interacting with Investors/ Analysts scheduled for Thursday, 26th June 2025.",23-Jun-2025 12:10:42,https://nsearchives.nseindia.com/corporate/SKYGOLD_23062025121027_Intimation.pdf,0.5267,0.04801587301587302,0.01643579825758934,0.1546048828495637,Neutral
GILLANDERS,Gillanders Arbuthnot & Company Limited,Trading Window,"Gillanders Arbuthnot & Company Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",23-Jun-2025 12:13:27,https://nsearchives.nseindia.com/corporate/GILLANDERS_23062025121307__F__Closure_of_Trading_Window.pdf,0.7269,-0.04598214285714286,0.03632010892033577,0.11838560776987245,Neutral
KREBSBIO,Krebs Biochemicals and Industries Limited,Trading Window,"Krebs Biochemicals and Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",23-Jun-2025 12:10:12,https://nsearchives.nseindia.com/corporate/KREBSBIO_23062025121004_June2025ClosureofTradingWindowsigned.pdf,0.7269,-0.08348214285714285,-0.04297756776213646,0.1457137283889311,Neutral
HCLTECH,HCL Technologies Limited,Updates,HCL Technologies Limited has informed the Exchange regarding ' Release - HCLTech recognized as the 2025 Global Alliances AI Partner of the Year by Dell Technologies '.,23-Jun-2025 12:01:31,https://nsearchives.nseindia.com/corporate/HCLTECH_23062025120115_Release23June2025signed.pdf,0.9831,0.05073827073827074,0.419014573097229,0.5584495065430397,Positive
