Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
DELHIVERY,Delhivery Limited,Options to purchase securities,"Delhivery Limited has informed the Exchange about Allotment of 3,08,531 Equity Shares upon exercise of vested Options",09-Jul-2025 21:11:49,https://nsearchives.nseindia.com/corporate/DELHIVERYLTD_09072025210903_ESOPAllotment09072025.pdf,0.9969,0.0376984126984127,-0.03303396329283714,0.1485084984162261,Neutral
GREENLAM,Greenlam Industries Limited,Notice Of Shareholders Meetings-XBRL,Greenlam Industries Limited has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 31-Jul-2025,09-Jul-2025 21:18:54,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1479713_09072025091853_WEB.xml,-0.2263,-0.010714285714285704,0.00394587405025959,0.3577310310024236,Negative
LAURUSLABS,Laurus Labs Limited,Board Meeting Intimation,LAURUS LABS LIMITED has informed the Exchange about Board Meeting to be held on 25-Jul-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,09-Jul-2025 21:09:35,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59371_1479708_09072025090934_WEB.xml,-0.3885,-0.03571428571428571,0.05100153386592865,0.39151389739768844,Negative
TFL,Transwarranty Finance Limited,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Transwarranty Finance Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",09-Jul-2025 21:11:13,https://nsearchives.nseindia.com/corporate/TFL_09072025211051_Intimation_74_5__June2025_signed__1_.pdf,0.946,0.010139573070607559,-0.046784527599811554,0.0731528214060859,Neutral
360ONE,360 ONE WAM LIMITED,Board Meeting Intimation,360 ONE WAM LIMITED has informed the Exchange about Board Meeting to be held on 17-Jul-2025 to inter-alia consider and approve the Unaudited Financial results of the Company for the Quarterly ended June 2025 .,09-Jul-2025 20:49:35,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59370_1479705_09072025084935_WEB.xml,-0.3885,-0.03571428571428571,0.06091693043708801,0.3890370688523565,Negative
LAURUSLABS,Laurus Labs Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Laurus Labs Limited has informed the Exchange about Schedule of meet,09-Jul-2025 21:03:41,https://nsearchives.nseindia.com/corporate/LAURUSLABS_09072025210327_ConcallIntimation25072025.pdf,0.9876,0.16077380952380954,0.07345960289239883,0.002572809305503243,Neutral
360ONE,360 ONE WAM LIMITED,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","360 ONE WAM LIMITED has informed the Exchange about certificate received from MUFG Intime India Private Limited (formerly known as Link Intime India Pvt. Ltd.), Registrar and Share Transfer Agent of the Company, for the quarter ended June 30, 2025.",09-Jul-2025 20:45:10,https://nsearchives.nseindia.com/corporate/IIFLWAM_09072025203942_20250709_Reg_74_5__Signed.pdf,0.9212,-0.01619769119769119,-0.006443828344345093,0.07454640048652841,Neutral
MGL,Mahanagar Gas Limited,General Updates,"Pronouncement of Order by the Hon ble National Company Law Tribunal, Mumbai Bench, sanctioning the Scheme of Amalgamation of Unison Enviro Private Limited, wholly owned subsidiary with its holding company i.e. Mahanagar Gas Limited and their respective shareholders",09-Jul-2025 21:07:08,https://nsearchives.nseindia.com/corporate/MGL24_09072025210334_Intimationtostockexchangepronouncement.pdf,-0.5037,0.03223214285714286,0.04184826463460922,0.40898900368681973,Negative
BLISSGVS,Bliss GVS Pharma Limited,Updates,Bliss GVS Pharma Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report for the Financial Year 2024-2025'.,09-Jul-2025 20:40:26,https://nsearchives.nseindia.com/corporate/BLISSGVS_09072025204008_Intimation_of_BRSR.pdf,-0.2732,-0.014273566569484936,0.0718962550163269,0.3531729247978524,Negative
SAMBHV,Sambhv Steel Tubes Limited,Board Meeting Intimation,SAMBHV STEEL TUBES LIMITED has informed the Exchange about Board Meeting to be held on 14-Jul-2025 to consider and approve the Yearly Audited Financial results of the Company for the period ended March 2025 and Other business.,09-Jul-2025 20:34:31,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59369_1479701_09072025083431_WEB.xml,-0.3885,-0.06547619047619048,0.04222012311220169,0.39966150586874716,Negative
