Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
BALAJITELE,Balaji Telefilms Limited,General Updates,"Balaji Telefilms Limited has informed the Exchange about the Composite Scheme of Arrangement becoming effective from June 20, 2025",20-Jun-2025 19:26:34,https://nsearchives.nseindia.com/corporate/BALAJITELE_20062025192544_SEdisclosurepostINC28.pdf,0.946,0.08482142857142858,0.1208123117685318,0.016328720318419587,Neutral
GRPLTD,GRP Limited,Outcome of Board Meeting,"GRP Limited has informed the Exchange regarding  Board meeting held on Jun 20, 2025.",20-Jun-2025 19:24:51,https://nsearchives.nseindia.com/corporate/GRPLTD_20062025192419_BM_Outcome_20062025.pdf,0.8555,0.042460317460317455,-0.1093403622508049,0.09503928641927625,Neutral
BALAJITELE,Balaji Telefilms Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,BALAJI TELEFILMS LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,20-Jun-2025 19:21:48,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58232_1469207_20062025072147_WEB.xml,0.1943,-0.023809523809523808,-0.060810744762420654,0.2712648145891371,Negative
EIHOTEL,EIH Limited,Analysts/Institutional Investor Meet/Con. Call Updates,EIH Limited has informed the Exchange about Schedule of meet,20-Jun-2025 19:26:33,https://nsearchives.nseindia.com/corporate/EIHOTEL01_20062025192357_EIH_Limited_STX_20062025.pdf,0.1531,-0.0605098605098605,0.11668440699577332,0.24464873567704915,Negative
EIDPARRY,EID Parry India Limited,Alteration Of Capital and Fund Raising-XBRL,EID PARRY INDIA LIMITED has informed the Exchange regarding Allotment of Securities,20-Jun-2025 19:21:12,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1469205_20062025072111_WEB.xml,-0.1111,-0.07142857142857142,-0.012068409472703934,0.3448612372166344,Negative
RUSTOMJEE,Keystone Realtors Limited,Shareholders meeting,Keystone Realtors Limited has informed the Exchange regarding Notice of Postal Ballot,20-Jun-2025 19:21:39,https://nsearchives.nseindia.com/corporate/RUSTOMJEE_20062025192126_Postal_Ballot.pdf,0.9393,-0.009791666666666662,-0.04445236176252365,0.0782369108726581,Neutral
UBL,United Breweries Limited,General Updates,United Breweries Limited has informed the Exchange about General Updates,20-Jun-2025 19:20:58,https://nsearchives.nseindia.com/corporate/UBLSJR_20062025192041_IntimationReminderLOU2025.pdf,0.9831,0.10567226890756301,-0.08262798190116882,0.14626527926531158,Neutral
ABHISHEK,Abhishek Corporation Limited,Trading Window,"Abhishek Corporation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",20-Jun-2025 19:21:05,https://nsearchives.nseindia.com/corporate/ABHISHEK_20062025192054_TWC.pdf,0.8625,0.06507936507936508,0.007573120296001434,0.06945245374644557,Neutral
IRIS,Iris Business Services Limited,Change in Management,Iris Business Services Limited has informed the Exchange about change in Management,20-Jun-2025 19:20:53,https://nsearchives.nseindia.com/corporate/IRIS_20062025192040_IRIS_Outcome_BM_20June2025signed.pdf,0.802,0.027095238095238106,0.11016285419464111,0.06653696653729388,Neutral
ABHISHEK,Abhishek Corporation Limited,Trading Window-XBRL,Abhishek Corporation Limited has informed the Exchange about Closure of Trading Window,20-Jun-2025 19:18:44,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469197_20062025071843_WEB.xml,-0.2263,-0.07142857142857142,-0.02004930190742016,0.37586824754912934,Negative
BALAJITELE,Balaji Telefilms Limited,Change in Management,Balaji Telefilms Limited has informed the Exchange regarding resignation of Group Head HR,20-Jun-2025 19:20:12,https://nsearchives.nseindia.com/corporate/BALAJITELE_20062025191940_Disclsmpchange.pdf,0.8934,0.06758457591790926,0.18563100695610046,0.016656096322021974,Neutral
PARAGMILK,Parag Milk Foods Limited,Copy of Newspaper Publication,Parag Milk Foods Limited has informed the Exchange about Copy of Newspaper Publication,20-Jun-2025 19:17:37,https://nsearchives.nseindia.com/corporate/PARAGMILK_20062025191722_NewspaperIntimation-_.pdf,0.4767,0.020982142857142866,0.011008672416210175,0.17387425755730695,Neutral
RVNL,Rail Vikas Nigam Limited,Updates,Rail Vikas Nigam Limited has informed the Exchange regarding Change in the Senior Management- Re-Designation.,20-Jun-2025 19:15:53,https://nsearchives.nseindia.com/corporate/RVNL_20062025191543_Covering20062025.pdf,0.7184,0.08774651274651274,0.04955393448472023,0.09045749314165116,Neutral
CHALET,Chalet Hotels Limited,Appointment,"Chalet Hotels Limited has informed the Exchange regarding Appointment of Mr Manish Chokhani as Non- Executive Independent Director of the company w.e.f. Jun 20, 2025.",20-Jun-2025 19:15:29,https://nsearchives.nseindia.com/corporate/CHALET_20062025190508_Regulation30BoardMeeting20062025.pdf,0.988,0.0616921768707483,0.10953104496002197,0.1867320685013622,Neutral
SAMMAANCAP,Sammaan Capital Limited,Updates,"Sammaan Capital Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of interest in respect of the following Secured Redeemable Non-convertible Debentures issued by our Company, through Public Issue, and listed on the Stock ExchangeFor details refer attachment'.",20-Jun-2025 19:15:23,https://nsearchives.nseindia.com/corporate/IHFL_20062025191449_SCL_Exchange_Retail_intimation_57_20062025.pdf,0.9942,-0.021428571428571422,-0.007771540433168411,0.05767459396187746,Neutral
EIDPARRY,EID Parry India Limited,ESOP/ESOS/ESPS,EID Parry India Limited has informed the Exchange regarding Allotment of 17790  Shares.,20-Jun-2025 19:15:01,https://nsearchives.nseindia.com/corporate/EIDPARRY1_20062025191236_SEIntimationESOP_Sd.pdf,0.997,0.02071428571428572,0.020529083907604218,0.04147419238729133,Neutral
SHOPERSTOP,Shoppers Stop Limited,Trading Window-XBRL,SHOPPERS STOP LIMITED has informed the Exchange about Closure of Trading Window,20-Jun-2025 19:14:41,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1469190_20062025071440_WEB.xml,-0.6774,-0.07142857142857142,-0.04686278849840164,0.495310463019354,Negative
TRU,TruCap Finance Limited,Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,TRUCAP FINANCE LIMITED has informed the Exchange about Change in Directors/ Key Managerial Personnel/ Auditor/ Compliance Officer/ Share Transfer Agent,20-Jun-2025 19:13:21,https://nsearchives.nseindia.com/corporate/xbrl/CIM_58229_1469188_20062025071320_WEB.xml,0.1943,-0.023809523809523808,-0.04848121106624603,0.26825111359726816,Negative
