Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
VINYLINDIA,Vinyl Chemicals (India) Limited,Updates,Vinyl Chemicals (India) Limited has informed the Exchange regarding 'Intimation of date of Annual General Meeting and Record Date for payment of    Dividend on Equity Shares for the Financial Year 2024-2025'.,25-Jun-2025 09:51:50,https://nsearchives.nseindia.com/corporate/VINYLINDIA_25062025095140_AGM_Intimation.pdf,0.8957,-0.012648809523809519,0.11975707113742828,0.1513360973236107,Neutral
IMFA,Indian Metals & Ferro Alloys Limited,Spurt in Volume,"Significant increase in volume has been observed in Indian Metals & Ferro Alloys Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Indian Metals & Ferro Alloys Limited has submitted their response.",25-Jun-2025 10:10:49,https://nsearchives.nseindia.com/corporate/IMFA_25062025100959_Clarification_on_Increase_in_Volume.pdf,0.9757,0.12500000000000003,0.22625574469566345,0.025960486400127436,Neutral
MUKANDLTD,Mukand Limited,Spurt in Volume,"Significant increase in volume has been observed in Mukand Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Mukand Limited has submitted their response.",25-Jun-2025 09:53:32,https://nsearchives.nseindia.com/corporate/MUKANDLTD_25062025095108_ML-NSE_Reply-250625.pdf,0.9673,0.03613445378151262,-0.00041809678077697754,0.05096027604181222,Neutral
DIXON,Dixon Technologies (India) Limited,Analysts/Institutional Investor Meet/Con. Call Updates,Dixon Technologies (India) Limited has informed the Exchange about Investor Meet Outcome,25-Jun-2025 10:09:37,https://nsearchives.nseindia.com/corporate/DIXON_25062025100925_InvestorMeetOutcome25062025.pdf,0.3612,0.10816326530612244,0.08481495827436447,0.16685897608928532,Neutral
VINATIORGA,Vinati Organics Limited,Trading Window-XBRL,VINATI ORGANICS LIMITED has informed the Exchange about Closure of Trading Window,25-Jun-2025 09:37:04,https://nsearchives.nseindia.com/corporate/xbrl/CLOSURE_TRADING_WINDOW_1470660_25062025093703_WEB.xml,-0.3885,-0.07142857142857142,-0.015646502375602722,0.4153113070598671,Negative
CAMLINFINE,Camlin Fine Sciences Limited,Update-Acquisition/Scheme/Sale/Disposal-XBRL,Camlin Fine Sciences Limited has informed the Exchange regarding Update-Acquisition/Scheme/Sale/Disposal-XBRL,25-Jun-2025 09:33:11,https://nsearchives.nseindia.com/corporate/xbrl/REG30_Restructuring_1470659_25062025093310_WEB.xml,-0.0258,0.17261904761904762,0.0019630473107099533,0.07141668894819558,Neutral
COFORGE,Coforge Limited,Press Release,"Coforge Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Press Release announcing that Coforge Recognised as a leader in Avasant's Airlines and Airports Digital Services 2025"".",25-Jun-2025 09:36:12,https://nsearchives.nseindia.com/corporate/COFORGE_25062025093509_PRintimationJune25.pdf,0.9882,0.066,0.3875328004360199,0.05716113084554669,Neutral
VINATIORGA,Vinati Organics Limited,Trading Window,"Vinati Organics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",25-Jun-2025 09:36:16,https://nsearchives.nseindia.com/corporate/VINATIORGA_25062025093540_524200_Trading_Window_Closure_Intimation_25062025.pdf,0.7579,-0.04598214285714286,0.009908482432365417,0.11723084327408242,Neutral
BHEL,Bharat Heavy Electricals Limited,Change in Management,Bharat Heavy Electricals Limited has informed the Exchange about change in Management,25-Jun-2025 09:32:36,https://nsearchives.nseindia.com/corporate/BHELCC_25062025093218_BHELChangesinManagement.pdf,-0.4588,0.005958747135217722,-0.034193262457847595,0.4220527038064369,Negative
SNOWMAN,Snowman Logistics Limited,Press Release,"Snowman Logistics Limited has informed the Exchange regarding a press release dated Jun 25, 2025, titled ""Snowman Logistics Expands Network with 2 new temperature-controlled owned warehouses"".",25-Jun-2025 09:29:45,https://nsearchives.nseindia.com/corporate/SNOWMAN8_25062025092832_Intimation_Press_Release_25062025_sd.pdf,0.9501,0.027034632034632022,0.312499076128006,0.021059180952615053,Neutral
