Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
TAJGVK,Taj GVK Hotels & Resorts Limited,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Taj GVK Hotels & Resorts Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",04-Jul-2025 14:31:23,https://nsearchives.nseindia.com/corporate/TAJGVK_04072025143103_RTAcertificate.pdf,0.7964,-0.05357142857142857,-0.03209362179040909,0.119576644084709,Neutral
SOFTTECH,Softtech Engineers Limited,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Softtech Engineers Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",04-Jul-2025 14:30:38,https://nsearchives.nseindia.com/corporate/SOFTTECH_04072025143020_reg74final.pdf,-0.296,-0.008087027914614114,-0.046028781682252884,0.3871210783689798,Negative
CAMS,Computer Age Management Services Limited,Board Meeting Intimation,COMPUTER AGE MANAGEMENT SERVICES LIMITED has informed the Exchange about Board Meeting to be held on 30-Jul-2025 to consider and approve the Quarterly Audited Financial results of the Company for the period ended June 2025 and Dividend.,04-Jul-2025 14:31:33,https://nsearchives.nseindia.com/corporate/xbrl/PRIOR_INTIMATION_59043_1477252_04072025023133_WEB.xml,-0.3885,-0.03571428571428571,0.03945450857281685,0.19440288889514545,Neutral
BIRLAMONEY,Aditya Birla Money Limited,General Updates,Aditya Birla Money Limited has informed the Exchange about General Updates -  Web-Link letter providing access to Annual Report FY 2024-25 has been sent to Shareholders on 03.07.2025.,04-Jul-2025 14:29:25,https://nsearchives.nseindia.com/corporate/BIRLAMONEY_04072025142721_WebLink_Letter_to_Shareholders_for_AR_24_25_04072025_Sgd.pdf,0.836,0.03526785714285715,0.12312875688076019,0.05315815967747142,Neutral
VMART,V-Mart Retail Limited,Notice Of Shareholders Meetings-XBRL,V-Mart Retail Limited has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 29-Jul-2025,04-Jul-2025 14:24:05,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1477247_04072025022405_WEB.xml,-0.2263,-0.010714285714285704,0.008169304579496384,0.356675280658475,Negative
BIOCON,Biocon Limited,Copy of Newspaper Publication,Biocon Limited has informed the Exchange about Copy of Newspaper Publication,04-Jul-2025 14:27:50,https://nsearchives.nseindia.com/corporate/Biocon2_04072025142736_IntimationPriorAGM.pdf,-0.8779,0.013672438672438681,0.029473278671503067,0.309369528270015,Negative
INDIASHLTR,India Shelter Finance Corporation Limited,Copy of Newspaper Publication,India Shelter Finance Corporation Limited has informed the Exchange about Copy of Newspaper Publication,04-Jul-2025 14:21:28,https://nsearchives.nseindia.com/corporate/ISFC2010_04072025141950_Intimation_post_dispatch_publication.pdf,0.6486,0.02207792207792209,0.0075844042003154755,0.13153354020229022,Neutral
RUBFILA,Rubfila International Limited,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Rubfila International Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",04-Jul-2025 14:13:20,https://nsearchives.nseindia.com/corporate/RUBFILA_04072025141302_ComplianceCertificateDP.pdf,0.7906,0.12142857142857144,0.47053760290145874,0.03959189454827994,Neutral
PVRINOX,PVR INOX Limited,General Updates,"PVR INOX Limited has informed the Exchange about opening of 4 screen multiplex at SMR Vinay Mall, Ambedkar Nagar, Hafeezpet, Hyderabad, Telangana.",04-Jul-2025 14:12:43,https://nsearchives.nseindia.com/corporate/PVR_04072025141226_PVRINOXOpeningofscreens04072025.pdf,0.9976,0.2174536469819489,0.21501697599887848,0.046645295261191266,Neutral
SHALBY,Shalby Limited,"Certificate under SEBI (Depositories and Participants) Regulations, 2018","Shalby Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018 - Reg. 74(5)",04-Jul-2025 14:10:40,https://nsearchives.nseindia.com/corporate/SHALBYLTD_04072025140031_19Cert745.pdf,0.9382,-0.05102040816326529,0.06241164356470108,0.060042551909843256,Neutral
