Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
IDFCFIRSTB.NS,IDFC First Bank Ltd,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,"Allotment of 12,16,013 Equity Shares pursuant to exercise of ESOP",22-06-2025 13:25:20,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c9f92c9e-009e-4b43-8e9d-b417c1afc30d.pdf,0.9741,0.027678571428571434,0.10756836831569672,0.024045673716919735,Neutral
139437,Unknown,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,"Allotment of 12,16,013 Equity Shares pursuant to exercise of ESOP",22-06-2025 13:25:20,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c9f92c9e-009e-4b43-8e9d-b417c1afc30d.pdf,0.9741,0.027678571428571434,0.10756836831569672,0.024045673716919735,Neutral
ZENTEC.NS,ZEN Technologies Ltd,Announcement under Regulation 30 (LODR)-Press Release / Media Release,Press Release,22-06-2025 13:22:17,https://www.bseindia.com/xml-data/corpfiling/AttachLive/de3eae0b-9575-4e48-8a05-31fc5b63c9c4.pdf,0.9731,0.1665772633163938,0.6737630367279053,0.643749294470674,Positive
TATATECH.NS,Tata Technologies Ltd,Closure of Trading Window,"Intimation of closure of trading window for the quarter ending June 30, 2025",22-06-2025 12:58:02,https://www.bseindia.com/xml-data/corpfiling/AttachLive/bf4e8666-1ac9-4cee-932e-986c6aee290b.pdf,0.4767,-0.013928571428571424,-0.13124945759773254,0.21642000308547701,Negative
113683,Unknown,"NLC India Renewables Limited, A Wholly Owned Subsidiary Of NLC India Limited, Has Received A Letter Of Award From Tamil Nadu Green Energy Corporation Limited For The Development Of Three Standalone Battery Energy Storage System Projects With An Aggregate Capacity Of 250 MW/500 Mwh.",Please refer attachment.,22-06-2025 12:53:45,https://www.bseindia.com/xml-data/corpfiling/AttachLive/de78a185-fc67-4a96-abe2-f0178f10875e.pdf,0.9337,-0.056249999999999974,0.16781961917877197,0.035866608333587624,Neutral
NLCINDIA.NS,NLC India Ltd,"NLC India Renewables Limited, A Wholly Owned Subsidiary Of NLC India Limited, Has Received A Letter Of Award From Tamil Nadu Green Energy Corporation Limited For The Development Of Three Standalone Battery Energy Storage System Projects With An Aggregate Capacity Of 250 MW/500 Mwh.",Please refer attachment.,22-06-2025 12:53:45,https://www.bseindia.com/xml-data/corpfiling/AttachLive/de78a185-fc67-4a96-abe2-f0178f10875e.pdf,0.9337,-0.056249999999999974,0.16781961917877197,0.035866608333587624,Neutral
TATACONSUM.NS,Tata Consumer Products Ltd,Closure of Trading Window,Intimation of Closure of Trading Window,22-06-2025 12:31:38,https://www.bseindia.com/xml-data/corpfiling/AttachLive/6a69c750-cb90-4be5-ba92-bf4c5ffcb628.pdf,0.1531,-0.024436090225563905,-0.05274878069758415,0.27979453159910167,Negative
VIPULLTD.NS,Vipul Ltd,Announcement under Regulation 30 (LODR)-Diversification / Disinvestment,"SALE OF 50% SHARES (EQUITY AND PREFERENCE) HELD BY THE COMPANY IN ITS WHOLLY OWNED SUBSIDIARY, HIGH CLASS PROJECTS LTD TO EXPERTPRO REALTY PVT LTD. CONSEQUENTLY HIGH CLASS PROJECTS LTD .... Read More..",22-06-2025 12:26:50,https://www.bseindia.com/xml-data/corpfiling/AttachLive/0ecd0c5c-25d6-4369-be98-311c0c1996c8.pdf,0.9667,0.05079281183932346,-0.11474405229091644,0.12314921226472486,Neutral
506605,Polychem Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Newspaper publication of Notice of Record Date,22-06-2025 12:23:12,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7ce6d86c-afb6-4b85-b518-1cc384171a45.pdf,-0.9881,0.0651621254562431,-0.32533949613571167,0.4153161479020299,Negative
KFINTECH.NS,KFin Technologies Ltd,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS,Please find attached Intimation of Allotment of Equity Shares pursuant to exercise of options by the eligible grantees,22-06-2025 12:22:10,https://www.bseindia.com/xml-data/corpfiling/AttachLive/654827a0-b160-4547-94d0-be236454f8e9.pdf,0.9729,-0.06547619047619048,0.03207090124487877,0.061847881503119345,Neutral
544304,Jungle Camps India Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Announcement under Regulation 30 of SEBI (LODR) Regulations 2015- Newspaper Publication for Postal Ballot Notice.,22-06-2025 12:22:03,https://www.bseindia.com/xml-data/corpfiling/AttachLive/3c9027d4-881e-4b76-b30e-08d54b2e054f.pdf,-0.5859,0.02824675324675325,-0.04379916936159134,0.4517752092329325,Negative
511758,Mansi Finance (Chennai) Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Newspaper publication for Quarterly Financial Results is enclosed herewith.,22-06-2025 11:48:18,https://www.bseindia.com/xml-data/corpfiling/AttachLive/163b2c6b-bb9b-4d2e-bc02-48d73508db13.pdf,-0.0772,0.05502645502645503,0.12588566541671753,0.2768167659319267,Negative
GALAPREC.NS,Gala Precision Engineering Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Please find attached Newspaper advertisement post Dispatch,22-06-2025 10:35:32,https://www.bseindia.com/xml-data/corpfiling/AttachLive/50d64d08-bcd1-47dc-a8d9-57e280582a3c.pdf,0.9042,0.0848901098901099,-0.062340013682842255,0.07255623042416443,Neutral
511758,Mansi Finance (Chennai) Ltd,Clarification On Price Movement,"Please be informed that there is no information / announcement to be made by the Company which, in our opinion, may have a bearing on the spurt in price behavior in scrip of the Company.",22-06-2025 11:38:38,https://www.bseindia.com/xml-data/corpfiling/AttachLive/32bb2a71-9d87-499e-96bf-7050a2507ec7.pdf,0.7371,0.022321428571428572,0.0029835104942321777,0.1104979387453624,Neutral
CENTENKA.NS,Century Enka Ltd,"Disclosure Pursuant To Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015.",Gujarat Pollution Control Board granted permission to resume operations.,22-06-2025 10:29:07,https://www.bseindia.com/xml-data/corpfiling/AttachLive/3c41ce3d-72fe-4277-b32d-75e12946b87e.pdf,-0.7717,-0.013909774436090228,0.08054554462432861,0.4755585345533557,Negative
NTPC.NS,NTPC Ltd,"Declaration Of COD Of Second & Last Part Capacity Of 52 MW Out Of 245 MW At Plot-3 Of NTPC'S Nokh Solar PV Project (3X245 MW) Under CPSU Scheme Phase-II, Tranche -III",Disclosure attached.,22-06-2025 08:44:28,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a63b2d7f-fdae-4c6b-9cff-7f33ed442f6e.pdf,0.9169,0.06666666666666667,0.05099266767501831,0.04469226593176523,Neutral
132555,Unknown,"Declaration Of COD Of Second & Last Part Capacity Of 52 MW Out Of 245 MW At Plot-3 Of NTPC'S Nokh Solar PV Project (3X245 MW) Under CPSU Scheme Phase-II, Tranche -III",Disclosure attached.,22-06-2025 08:44:28,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a63b2d7f-fdae-4c6b-9cff-7f33ed442f6e.pdf,0.9169,0.06666666666666667,0.05099266767501831,0.04469226593176523,Neutral
539607,Blue Cloud Softech Solutions Ltd,CORRIGENDUM FOR THE EGM TO BE HELD ON 27.06.2025,22-06-2025 22:32:21,https://www.bseindia.com/xml-data/corpfiling/AttachLive/317835de-8217-4b28-bf88-7f36e586d586.pdf,CORRIGENDUM FOR THE EGM TO BE HELD ON 27.06.2025,0.0,0.0,0.015658626332879066,0.2960842884145677,Negative
MALUPAPER.NS,Malu Paper Mills Ltd,"Outcome of Postal Ballot, Scrutinizers report and voting results",22-06-2025 22:46:02,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f920d8a9-242f-496f-98a0-f7ac336206ca.pdf,"Shareholder Meeting / Postal Ballot-Scrutinizer""s Report",0.0,0.0,-0.03858178108930588,0.30962218157947063,Negative
SEMAC.NS,Semac Consultants Ltd-$,Trading Window for dealing in securities of the Company for the Designated Persons and their Immediate Relatives will remain closed with effect from 1st July 2025 till 48 hours after the .... Read More..,22-06-2025 17:25:23,https://www.bseindia.com/xml-data/corpfiling/AttachLive/8f09e194-c767-46e2-bfb0-c77e016bf384.pdf,Closure of Trading Window,0.296,0.2,-0.15301676094532013,0.2242518656551838,Negative
KELLTONTEC.NS,Kellton Tech Solutions Ltd,Newspaper Publication,22-06-2025 22:20:34,https://www.bseindia.com/xml-data/corpfiling/AttachLive/bb602b71-5786-41e9-9f66-29805890411e.pdf,Announcement under Regulation 30 (LODR)-Newspaper Publication,0.0,0.0,0.002225317060947418,0.29942552112042903,Negative
105537,Unknown,Investor Presentation,22-06-2025 17:11:31,https://www.bseindia.com/xml-data/corpfiling/AttachLive/92213f6c-c07b-48f8-8158-85e4236e3300.pdf,Announcement under Regulation 30 (LODR)-Investor Presentation,0.0,0.0,-0.012442570179700851,0.30310266744345427,Negative
ZEEL.NS,Zee Entertainment Enterprises Ltd,Investor Presentation,22-06-2025 17:11:31,https://www.bseindia.com/xml-data/corpfiling/AttachLive/92213f6c-c07b-48f8-8158-85e4236e3300.pdf,Announcement under Regulation 30 (LODR)-Investor Presentation,0.0,0.0,-0.012442570179700851,0.30310266744345427,Negative
MEDPLUS.NS,Medplus Health Services Ltd,"Update under Regulation 30 read with Para A Part A of Schedule III of SEBI(Listing Obligations and Disclosure Requirements)Regulations,2015",22-06-2025 14:53:16,https://www.bseindia.com/xml-data/corpfiling/AttachLive/39f0d7e3-36b8-4e0e-a889-0dfeeeabc0a2.pdf,"Update Under Regulation 30 Read With Para A Part A Of Schedule III Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015",0.0,0.0,-0.05830177664756775,0.31426564902067183,Negative
CENTRUM.NS,Centrum Capital Ltd,"Please find attached Newspaper Advertisement of Corrigendum to Postal Ballot Notice Dated May 26, 2025",22-06-2025 16:47:39,https://www.bseindia.com/xml-data/corpfiling/AttachLive/299704d3-b879-43ee-8565-4e9fdf10949c.pdf,Announcement under Regulation 30 (LODR)-Newspaper Publication,0.3182,0.0,-0.01145382970571518,0.22325570052564142,Negative
530039,Lords Chemicals Ltd,"Intimation of newspaper publication of financial results for the quarter ended 31.03.2024, 30.06.2024, 30.09.2024 and 31.12.2024.",22-06-2025 13:49:31,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c9ba45cf-35dd-48ba-9e3b-85928dcf7406.pdf,Announcement under Regulation 30 (LODR)-Newspaper Publication,0.0,0.0,-0.00357983261346817,0.30089495815336703,Negative
MOLDTKPAC.NS,Mold-Tek Packaging Ltd,"Intimation of Schedule of Analyst / Institutional Investor Meeting under the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements), Regulations, 2015.",22-06-2025 14:52:12,https://www.bseindia.com/xml-data/corpfiling/AttachLive/80586bc0-3425-4b2b-a274-bc9f5f2708cf.pdf,Intimation,0.296,0.0,-0.054214224219322205,0.23955119571089745,Negative
