Company,companyname,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
WELSPUNLIV,Welspun Living Limited,Shareholders meeting,"Welspun Living Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 08, 2025",10-Sep-2025 23:10:19,https://nsearchives.nseindia.com/corporate/WELSPUNIND_10092025231000_Reg44_VotingResults_AGM_2025_Signed.pdf,0.6675,0.006785714285714298,-0.11244124174118042,0.1598657757725034,Neutral
RATEGAIN,Rategain Travel Technologies Limited,General Updates,Rategain Travel Technologies Limited has informed the Exchange about General Updates,10-Sep-2025 23:03:29,https://nsearchives.nseindia.com/corporate/RATEGAIN_10092025230320_RG_AppSMP100925.pdf,0.9493,0.11771168831168831,0.059739261865615845,0.024114912968517865,Neutral
NESTLEIND,Nestle India Limited,Updates,Nestle India Limited has informed the Exchange regarding 'Report on Re-lodgement of Transfer Requests of Physical Shares for the month ended 31st August 2025'.,10-Sep-2025 23:19:32,https://nsearchives.nseindia.com/corporate/NESTLEIND1_10092025231839_Re-lodgement_of_Transfer_Requests_of_Physical_Shares_sept_2025signed.pdf,0.296,0.009616573902288195,-0.029925085604190826,0.23155691949977095,Negative
DRREDDY,Dr. Reddy's Laboratories Limited,"Arrangements for strategic, technical, manufacturing, or marketing tie up","Dr. Reddy's Laboratories Limited has informed the Exchange about Arrangements for strategic, technical, manufacturing, or marketing tie up",10-Sep-2025 23:24:30,https://nsearchives.nseindia.com/corporate/DRREDDY_10092025232254_DRL_SE_intimation_10092025.pdf,0.9933,0.020306122448979592,-0.0301680788397789,0.14484472334026077,Neutral
GMRAIRPORT,GMR AIRPORTS LIMITED,Commencement of commercial production/operations,"GMR AIRPORTS LIMITED has informed the Exchange about Intimation under Regulations 30 and 51 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",10-Sep-2025 23:03:04,https://nsearchives.nseindia.com/corporate/GMRINFRA_10092025230103_10092025-UpdateHydearabdDF_updated.pdf,0.1697,-0.011904761904761899,-0.081002376973629,0.2802054022151799,Negative
HCLTECH,HCL Technologies Limited,Updates,HCL Technologies Limited has informed the Exchange regarding 'Grant of Restricted Stock Units ( RSUs )'.,10-Sep-2025 22:55:28,https://nsearchives.nseindia.com/corporate/HCLTECH_10092025225517_RSUGrant.pdf,0.993,-0.029665071770334915,-0.014941621571779251,0.06141623821701303,Neutral
HSCL,Himadri Speciality Chemical Limited,Spurt in Volume,"Significant increase in volume has been observed in Himadri Speciality Chemical Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Himadri Speciality Chemical Limited has submitted their response.",10-Sep-2025 22:50:13,https://nsearchives.nseindia.com/corporate/HSCL_10092025224956_ClarificationonIncreaseinVolumes10092025.pdf,0.9514,0.13321428571428576,0.2531111538410187,0.027844889148644025,Neutral
HSCL,Himadri Speciality Chemical Limited,Credit Rating,Himadri Speciality Chemical Limited has informed the Exchange about Credit Rating,10-Sep-2025 22:47:27,https://nsearchives.nseindia.com/corporate/HSCL_10092025224657_RatingbyICRA10092025.pdf,0.9674,0.0012987012987012991,0.07456480711698532,0.03526291985562091,Neutral
MANKIND,Mankind Pharma Limited,General Updates,Mankind Pharma Limited has informed the Exchange about General Updates,10-Sep-2025 22:34:42,https://nsearchives.nseindia.com/corporate/MANKIND1_10092025223434_Intimation_GST_10092025_SD.pdf,-0.4215,0.029761904761904767,0.061782944947481155,0.3837201954080235,Negative
GEEKAYWIRE,Geekay Wires Limited,Disclosure of material issue,Geekay Wires Limited has informed regarding Disclosure of material issue,10-Sep-2025 22:30:05,https://nsearchives.nseindia.com/corporate/GEEKAYWIRE_10092025222953_ilovepdf_merged__6_.pdf,-0.8442,-0.08707482993197278,-0.03710009902715683,0.5377378270945784,Negative
