Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
ICICIPRULI,Notice Of Shareholders Meetings-XBRL,ICICI Prudential Life Insurance Company Limited has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 27-Jun-2025,05-Jun-2025 13:52:47,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1463246_05062025015246_WEB.xml,0.9924,-0.03790106951871657,-0.19224460422992706,0.10754106097753674,Neutral
ZAGGLE,General Updates,Zaggle Prepaid Ocean Services Limited has informed the Exchange about General Updates,05-Jun-2025 13:48:07,https://nsearchives.nseindia.com/corporate/ZAGGLE_05062025134744_SEINTIMATION.pdf,0.9946,-0.01913919413919414,-0.00946664810180664,0.14245666143728267,Neutral
PIDILITIND,Shareholders meeting,Pidilite Industries Limited has informed the Exchange regarding voting results of  Postal Ballot,05-Jun-2025 13:53:17,https://nsearchives.nseindia.com/corporate/Nisha_05062025134922_SEIntimationPBMinutes.pdf,0.3612,-0.016309523809523812,0.02859855815768242,0.20580793792527347,Negative
DYCL,Notice Of Shareholders Meetings-XBRL,DYNAMIC CABLES LIMITED has informed the Exchange about Notice of Shareholders Meeting for Annual General Meeting to be held on 30-Jun-2025,05-Jun-2025 13:52:36,https://nsearchives.nseindia.com/corporate/xbrl/NOTICE_OF_SHAREHOLDERS_MEETINGS_1463245_05062025015235_WEB.xml,0.9774,-0.06680581323438466,-0.05457141995429993,0.11734667973889201,Neutral
RAMASTEEL,Press Release,"Rama Steel Tubes Limited has informed the Exchange regarding a press release dated Jun 05, 2025, titled ""Media Release / Press Release, pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015."".",05-Jun-2025 13:47:11,https://nsearchives.nseindia.com/corporate/RAMASTEEL_05062025134703_Mediarelease05062025.pdf,0.9829,0.0232408114761056,0.3658367395401001,0.24183324124991779,Positive
IFGLEXPOR,Credit Rating,IFGL Refractories Limited has informed the Exchange about Credit Rating,05-Jun-2025 13:48:03,https://nsearchives.nseindia.com/corporate/IFGLEXPOR_05062025134555_CreditRating.pdf,0.9118,-0.04428571428571428,-0.04801572486758232,0.09290447583986178,Neutral
MSUMI,Copy of Newspaper Publication,Motherson Sumi Wiring India Limited has informed the Exchange about Copy of Newspaper Publication,05-Jun-2025 13:41:55,https://nsearchives.nseindia.com/corporate/MSWIL_05062025134138_NewspaperDisclosure.pdf,0.7964,-0.02857142857142857,0.05214645341038704,0.09357509744103465,Neutral
PFC,General Updates,Power Finance Corporation Limited has informed the Exchange about Transfer of MEL Power Transmission Limited (wholly owned subsidiary of PFC Consulting Limited) (wholly owned subsidiary of Power Finance Corporation Limited).,05-Jun-2025 13:38:59,https://nsearchives.nseindia.com/corporate/PFC2023_05062025133842_Intimation05062025_signed.pdf,0.765,0.06650849150849153,-0.04371768236160278,0.10637688186321106,Neutral
AADHARHFC,Allotment of Securities,"Aadhar Housing Finance Limited has informed the Exchange regarding allotment of 20000 securities pursuant to Non Convertible Securities at its meeting held on Jun 05, 2025",05-Jun-2025 13:35:54,https://nsearchives.nseindia.com/corporate/AHFL2021_05062025133438_Intimation.pdf,0.9924,0.06556137410976119,-0.021277904510498047,0.044101014343544576,Neutral
AADHARHFC,Alteration Of Capital and Fund Raising-XBRL,Aadhar Housing Finance Limited has informed the Exchange regarding Allotment of Securities,05-Jun-2025 13:37:18,https://nsearchives.nseindia.com/corporate/xbrl/ALTERATION_OF_CAPITAL_AND_FUND_RAISING_1463237_05062025013717_WEB.xml,0.0,0.0,-0.015838757157325745,0.30369810238480566,Negative
