Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment
Manas Properties Ltd,"Submission Of Standalone Audited IND-AS Compliant Financial Results For Quarter And Year Ended 31St, March, 2025 With Audit Report In Pursuance Of Regulation 33 Of Listing Obligation And Disclosure Requirement, 2015 Along With Statement Of Assets And Liabilities For Half Year And Year Ended 31St, March, 2025.",As per attachment.,23-05-2025 18:15:31,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d2cc73ee-8957-4fe2-84b5-8e7f975b23c7.pdf,0.9246,0.009523809523809525,0.03197604417800903,0.38228995611054556,Positive
Batliboi Ltd-$,"Results For The Financial Year Ended 31St March, 2025 (Standalone & Consolidated)","Please find attached herewith Audited Financial Results for the Financial Year ended 31st March, 2025 (Standalone & Consolidated) along with Auditors Report thereon.",23-05-2025 18:08:10,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7404cae4-b322-4166-a681-91b98268a07c.pdf,0.9723,0.01277777777777778,0.008730899542570114,0.5953726031961044,Positive
Concord Drugs Ltd,"Financial Results For Quarter And Financial Year Ending March 31 St, 2025.","Consolidated and Standalone Financial Results for Quarter and Financial Year ending 31st March,2025.",23-05-2025 18:05:29,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e2c57563-71ea-4170-9af9-2f76bee93dee.pdf,0.7351,0.029761904761904767,0.07719101011753082,0.32612587446383073,Positive
S Chand and Company Ltd,"Audited Financial Results For The Quarter And Year Ended March 31, 2025","Audited Standalone and Consolidated Financial Results for the quarter and year ended March 31, 2025",23-05-2025 18:05:01,https://www.bseindia.com/xml-data/corpfiling/AttachLive/65bd56c9-2d40-4c44-962e-df94d63234ab.pdf,0.34,0.042393320964749535,0.061841629445552826,0.1672704851230907,Positive
Azad Engineering Ltd,"Outcome Of The 02/2025-2026 Board Meeting Held On May 23, 2025.","Outcome of the 02/2025-2026 Board Meeting held on May 23, 2025.",23-05-2025 18:04:09,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5dd85eb1-08ee-4021-8d34-2109e57f8014.pdf,-0.34,-0.0376984126984127,0.039726343005895615,0.13539162090775514,Negative
Softbpo Global Services Ltd,"Audited Financial Results (Standalone & Consolidated) For The Quarter And Year Ended March 31, 2025","Audit Fiancial Results (Standalone & Consolidated) for the quarter and year ended March 31, 2025",23-05-2025 17:58:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/8a4df773-6634-4f38-ac92-a975a5f45d84.pdf,0.8442,-0.03756613756613757,-0.0006858520209789276,0.32620440312386506,Positive
Permanent Magnets Ltd-$,March 2025,Audited (Standalone & Consolidated) Result - March 2025,23-05-2025 17:56:25,https://www.bseindia.com/xml-data/corpfiling/AttachLive/df63ffdf-56c8-4019-aec5-256af14c7a1b.pdf,0.9001,-0.021825396825396824,-0.005502469837665558,0.3518416400010813,Positive
Rashi Peripherals Ltd,"Financial Results For Quarter And Year Ended March 31, 2025","Please find attached herewith Financial Results for quarter and year ended March 31, 2025",23-05-2025 17:55:15,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4ce5060f-ae60-4291-baf2-0fbc652cddaa.pdf,0.7717,-0.04126984126984127,0.013004917651414871,0.30020052291447213,Positive
Linde India Ltd,Audited Standalone And Consolidated Financial Results For The Financial Year Ended 31 March 2025,Please find enclosed our letter no. Sect/29 dated 23 May 2025 enclosing therewith Audited Standalone and Consolidated Financial Results of the Company for the financial year ended 31 March .... Read More..,23-05-2025 17:53:30,https://www.bseindia.com/xml-data/corpfiling/AttachLive/93842339-21d2-4c87-8667-0b1137b6a56c.pdf,0.7506,0.04681227863046045,0.06724042445421219,0.5344558109254018,Positive
Arrowhead Seperation Engineering Ltd,"Results For The Financial Year Ended March 31, 2025","Results for the Financial Year Ended March 31, 2025",23-05-2025 17:52:34,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9c906800-286d-4656-898b-5d5981e8f367.pdf,0.93,0.021212121212121213,-0.015944689512252808,0.37358022950996056,Positive
Tirth Plastic Ltd,"COMPLIANCE OF REGULATION 33 OF SECURITIES AND EXCHANGE BOARD OF INDIA (LISTING OBLIGATIONS AND DISCLOSURES REQUIREMENTS) REGULATIONS, 2015 FOR M/S. TIRTH PLASTICS LIMITED","Kindly find enclosed herewith audited financial result for the quarter and year ended on 31st March,2025 along with audit report.",23-05-2025 17:51:23,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5e70b0ad-6922-4fe8-b82d-40e35c41be2e.pdf,0.3612,0.024206349206349214,0.27117621898651123,0.23309477045785815,Positive
