Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Tech_Indicator
Pil Italica Lifestyle Ltd,Notice Of 33Rd Annual General Meeting,Intimation of 33rd Annual General Meeting of the company on 27.06.2025,02-06-2025 12:24:17,https://www.bseindia.com/xml-data/corpfiling/AttachLive/159c9465-6a13-4ae9-9231-1e7eb1f41777.pdf,0.5859,0.01875,-0.0152645669877529,0.2354056299036741,Positive,,
Vivimed Labs Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Newspaper Publication for results FY 2025,02-06-2025 12:23:34,https://www.bseindia.com/xml-data/corpfiling/AttachLive/11fdaf13-aff0-44cb-b6e1-0815455245f5.pdf,0.4019,0.0174603174603174,-0.0324613116681575,0.1562597017376479,Positive,,
International Combustion India Ltd,Corporate Action-Fixes Book-Closure For Dividend,"AGM, Closure of Share Transfer Books, Cut-off Date for E-Voting & Dividend Payment Date",02-06-2025 12:22:10,https://www.bseindia.com/xml-data/corpfiling/AttachLive/144746f5-fdb4-4dc1-b895-056d22692d8c.pdf,0.3612,-0.034375,-0.0063137859106063,0.3322733642268181,Positive,,
Rallis India Ltd,Clarification,"This has reference to the email from BSE dated June 2, 2025, seeking clarification regarding significant increase in volume of the security/scrip of Rallis India Limited across Exchanges, .... Read More..",02-06-2025 12:20:52,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e81bc02e-7bb5-4633-9151-e1e446231c20.pdf,0.7184,-0.0158730158730158,0.3563083708286285,0.3894906064866838,Positive,,
Tech Mahindra Ltd,Announcement under Regulation 30 (LODR)-Change in Management,"Disclosure under Regulation 30 of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements ) Regulations, 2015.",02-06-2025 12:20:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e122256c-005c-4a7e-a9f8-0b64ca3dcdde.pdf,0.2263,0.0678571428571428,0.0022048354148864,0.1115385934816088,Positive,,
Bombay Wire Ropes Ltd,Book Closure For The 64Th AGM Of The Company,"The Register of the Members of the company will remain close from Tuesday 17th June, 2025 till Monday 23rd June, 2025 both days inclusive for the purpose of the 64th AGM of the Company.",02-06-2025 12:20:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a2298e88-dbab-4c9f-9309-7002ccdc1804.pdf,0.8957,-0.0249999999999999,-0.0114901848137378,0.3473329445558786,Positive,,
Fiberweb India Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"Submission of Advertisement published in newspapers for Standalone Audited Financial Results for the 4th quarter and year ended 31st March, 2025.",02-06-2025 12:19:54,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7eb17360-2579-4587-8ae2-9bdacf1c9045.pdf,-0.0516,0.0125541125541125,0.0123553499579429,0.0131671612463833,Neutral,,
Finolex Cables Ltd,Announcement under Regulation 30 (LODR)-Investor Presentation,"Investor Presentation for conference call scheduled on 02nd June, 2025.",02-06-2025 12:19:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1c94e2f7-2b02-4123-aa37-a2ee3ead32c0.pdf,0.7964,-0.0167903525046382,0.1095280647277832,0.3463813136669434,Positive,,
Muller & Phipps India Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Newspaper Publication for the Audited Financial Results for the quarter and year ended31-03-2025,02-06-2025 12:19:24,https://www.bseindia.com/xml-data/corpfiling/AttachLive/eed540a7-6499-4fae-a891-8bd0c31d1dd9.pdf,0.9062,0.0329670329670329,0.0224301815032959,0.3790991643410987,Positive,,
Aanchal Ispat Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"In compliance with the provisions of Regulation 47(1) (b) of the SEBI (LODR) Regulations, 2015 we are eclosing herewith the copy of Newspaper Publication with respect to extract of audited .... Read More..",02-06-2025 12:19:04,https://www.bseindia.com/xml-data/corpfiling/AttachLive/15ffca74-a94c-462d-8c7c-eeabea0bb3b4.pdf,0.4404,-0.0285714285714285,0.2668238282203674,0.2476357198946817,Positive,,
Loyal Textile Mills Ltd-$,Board Meeting Outcome for Revised Outcome,"revised board meeting outcome with board decision of dividend due to loss for fy 2024-2205, no dividend was recommended by board",02-06-2025 12:18:56,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5be2e255-9744-4588-b4c9-f75205884950.pdf,0.0,0.0,0.0,0.0,Neutral,Volume Spike,
Ambuja Cements Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"Newspaper Advertisement - Notice of 42nd AGM, intimation of record date and e-voting instructions.",02-06-2025 12:18:53,https://www.bseindia.com/xml-data/corpfiling/AttachLive/76c4c785-4014-4592-8d7d-e0e42698c519.pdf,0.6369,-0.0010204081632653,0.2100490927696228,0.3174686053819073,Positive,,
Radico Khaitan Ltd,Intimation,Intimation regarding Investor Meeting(s),02-06-2025 12:18:11,https://www.bseindia.com/xml-data/corpfiling/AttachLive/cb7c8af7-9f9b-4398-b149-efe80e1f8eb8.pdf,0.6369,0.0478741496598639,0.0484209135174751,0.2836485189532017,Positive,,
Linde India Ltd,Intimation Of Record Date,Please find enclosed our letter no. Sect/32 dated 2 June 2025 for your records and reference.,02-06-2025 12:18:10,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e254463c-5890-4f34-948c-9782e24c3107.pdf,0.8442,-0.0401731601731601,0.1203044131398201,0.561719375889998,Positive,,
Longview Tea Company Ltd,Board Meeting Intimation for Approval Of Unaudited Financial Results For The Quarter And Nine Months Ended 31.12.2024.,"Longview Tea Company Ltdhas informed BSE that the meeting of the Board of Directors of the Company is scheduled on 09/06/2025 ,inter alia, to consider and approve the unaudited financial .... Read More..",02-06-2025 12:17:07,https://www.bseindia.com/xml-data/corpfiling/AttachLive/113262e7-5efb-4529-a3ed-ccee909129ad.pdf,0.9325,0.1392857142857143,0.3561319410800934,0.5216252966097423,Positive,,
Jyothi Infraventures Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Please find attached file.,02-06-2025 12:15:47,https://www.bseindia.com/xml-data/corpfiling/AttachLive/42efbed6-b9f5-42f3-9e0b-9a57df908b7b.pdf,0.4215,0.0,-0.028064128011465,0.1601807615965604,Positive,,
Bhansali Engineering Polymers Ltd-$,Clarification On Significant Movement In Volume,Clarification on Significant Movement in Volume,02-06-2025 12:13:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/40db075e-d704-4805-8266-4d3d0b727cef.pdf,0.8934,0.0489926739926739,0.0682522803544998,0.3925334863041521,Positive,,
Shrydus Industries Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Newspaper Publication for Audited Standalone and consolidated financial result for the year ended 2025,02-06-2025 12:11:39,https://www.bseindia.com/xml-data/corpfiling/AttachLive/40510c7a-3f5a-41f8-b5f5-0eefcf1cc6f9.pdf,0.8225,0.0321428571428571,0.1387734115123748,0.3802748805965696,Positive,,
SJVN Ltd,Announcement under Regulation 30 (LODR)-Earnings Call Transcript,"Transcript of conference call held with Investors and Analysts to discuss the financial results for the quarter/year ended March 31, 2025",02-06-2025 12:10:49,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2fd6127a-f1da-4eee-ad4b-26dffcdbebad.pdf,0.7506,0.0415584415584415,0.0015568286180496,0.3131745810529474,Positive,,
Unknown,Announcement under Regulation 30 (LODR)-Earnings Call Transcript,"Transcript of conference call held with Investors and Analysts to discuss the financial results for the quarter/year ended March 31, 2025",02-06-2025 12:10:49,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2fd6127a-f1da-4eee-ad4b-26dffcdbebad.pdf,0.7506,0.0415584415584415,0.0015568286180496,0.3131745810529474,Positive,,
Kanungo Financiers Ltd,Clarification On Movement In Price,Clarification on Price Movement,02-06-2025 12:10:31,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f6632019-5f66-4e5e-92ba-fb7613f5f201.pdf,0.7845,0.0853896103896103,-0.0223922803997993,0.3326991989969433,Positive,,
Granules India Ltd-$,Announcement under Regulation 30 (LODR)-Change in Management,Change in Senior Management Personnel,02-06-2025 12:09:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/8a2162e6-e461-4b03-bf46-69cd0eb4f946.pdf,-0.3182,0.0924603174603174,-0.0001818761229515,0.0995964675987902,Neutral,,
Cosco India Ltd-$,Announcement under Regulation 30 (LODR)-Newspaper Publication,Submission of copy of Newspaper publication of Audited Financial Results for the Quarter and Year ended-31.03.2025,02-06-2025 12:09:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2a839628-9c7b-4d71-9008-46a30eac709e.pdf,0.6597,0.0649969078540507,-0.0199994593858718,0.2773792345404536,Positive,,
Trinity League India Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"Please find enclosed herewith the copies of the newspaper publication of extract of Audited Financial Results for the quarter and year ended on 31st March, 2025 published in Financial Express .... Read More..",02-06-2025 12:09:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/feee017b-c643-4a5e-a48d-a600bfe15979.pdf,0.4939,-0.0089285714285714,0.3001750111579895,0.2849339319188254,Positive,,
TCI Express Ltd,Announcement under Regulation 30 (LODR)-Press Release / Media Release,Please refer attached Press Release on Financial Results_Q4FY 2025,02-06-2025 12:08:47,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f59e34f3-4dfe-4df5-b992-95fbc62e4db1.pdf,0.9413,0.0774149659863945,0.5610157251358032,0.7680492073366594,Very Positive,,
Sharpline Broadcast Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"We hereby clipping the Newspaper Publication of Audited Standalone and Consolidated Financial Results for the Quarter and Year ended 31st March, 2025.",02-06-2025 12:08:42,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5295372a-912d-44c6-98b7-cd0006305997.pdf,0.8271,0.0634789452971271,0.0313276164233684,0.3592819685161487,Positive,,
RBL Bank Ltd,Intimation,RBL Bank Limited informs the exchange about Schedule of Investor Meet.,02-06-2025 12:07:54,https://www.bseindia.com/xml-data/corpfiling/AttachLive/65b4b61a-2113-445c-a01c-373a53103be2.pdf,0.2732,0.0441558441558441,0.1468960046768188,0.1665955546497989,Positive,,
Bikaji Foods International Ltd,Intimation,Analyst/ Investor Meet at New York,02-06-2025 12:07:23,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b754b753-85f2-412e-827b-3b42a9f20a98.pdf,0.7351,0.0634789452971271,0.1245350539684295,0.350444199779667,Positive,Volume Spike,
Black Box Ltd,Announcement under Regulation 30 (LODR)-Earnings Call Transcript,"Dear Sir/Madam, Pursuant to Regulation 30 of SEBI (LODR) Reg., 2015, please find enclosed herewith transcript of the earnings call hosted on May 28, 2025. This is for your information, .... Read More..",02-06-2025 12:05:19,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e25d3417-7203-40bf-9371-37f3554b0d47.pdf,-0.7845,-0.0820728291316526,-0.092120237648487,0.366057920034042,Negative,Volume Spike,
Ahluwalia Contracts (India) Ltd,Announcement under Regulation 30 (LODR)-Press Release / Media Release,News Paper Cutting for Audited Financial Results for Q4 FY 2024-25 Published on 01-06-2025 in FE and Jansatta,02-06-2025 12:03:57,https://www.bseindia.com/xml-data/corpfiling/AttachLive/eb63d42c-c6ca-4ba7-a64f-761cfac511bc.pdf,0.8519,-0.0883116883116883,-0.0158158652484416,0.309521733931961,Positive,Volume Spike,
Shantai Industries Ltd,"Quarter And Year Ended Result As On March 31, 2025 Along With Audit Report","Quarter and year ended Result as on March 31, 2025 along with Audit Report",02-06-2025 12:03:46,https://www.bseindia.com/xml-data/corpfiling/AttachLive/0353741a-0327-40ff-b8a3-8e8b4d8a54e1.pdf,0.7845,0.1017316017316017,0.0722992271184921,0.3660092486550281,Positive,,
NTC Industries Ltd,Announcement under Regulation 30 (LODR)-Change in Management,Change in authorisation of KMP for determining materiality of an event or information or disclosure to stock exchange.,02-06-2025 12:03:44,https://www.bseindia.com/xml-data/corpfiling/AttachLive/81489752-ed61-4b14-ae4c-37ab83d0e76a.pdf,-0.5106,-0.0075081168831168,-0.049138456583023,0.221233972039842,Negative,,
Grasim Industries Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Newspaper Advertisement regarding public notice of transfer of equity shares of the Company to the Investor Education and Protection Fund.,02-06-2025 12:03:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/29b3b649-18e3-4d5b-9cf5-8cfdadca3d31.pdf,0.5574,0.0142857142857142,0.0611200593411922,0.2455817320880719,Positive,,
Unknown,Announcement under Regulation 30 (LODR)-Newspaper Publication,Newspaper Advertisement regarding public notice of transfer of equity shares of the Company to the Investor Education and Protection Fund.,02-06-2025 12:03:06,https://www.bseindia.com/xml-data/corpfiling/AttachLive/29b3b649-18e3-4d5b-9cf5-8cfdadca3d31.pdf,0.5574,0.0142857142857142,0.0611200593411922,0.2455817320880719,Positive,,
Aurobindo Pharma Ltd,Intimation,Intimation of investor meeting.,02-06-2025 12:02:49,https://www.bseindia.com/xml-data/corpfiling/AttachLive/36460036-91a7-4a03-9387-d980982cd53a.pdf,-0.3818,-0.0474657287157287,0.1749015897512436,0.1144892416893455,Negative,,
Unknown,Intimation,Intimation of investor meeting.,02-06-2025 12:02:48,https://www.bseindia.com/xml-data/corpfiling/AttachLive/36460036-91a7-4a03-9387-d980982cd53a.pdf,-0.3818,-0.0474657287157287,0.1749015897512436,0.1144892416893455,Negative,,
Confidence Petroleum India Ltd,"""COMPANY COMMISSIONS (8) EIGHT ADDITIONAL AUTO LPG STATIONS With This Expansion, The Total Number Of Operational Auto LPG Stations Now Stands At 295.""",Update regaring Auto LPG stations.,02-06-2025 12:01:33,https://www.bseindia.com/xml-data/corpfiling/AttachLive/ebc781c3-6567-495f-8895-83dd47613769.pdf,0.9882,0.1833642547928262,0.8832439184188843,0.7152624519635131,Very Positive,,
Ahluwalia Contracts (India) Ltd,Announcement under Regulation 30 (LODR)-Investor Presentation,Investor Presentation Q4 31-03-2025,02-06-2025 12:01:28,https://www.bseindia.com/xml-data/corpfiling/AttachLive/7943c470-b7da-451e-96fa-8285ac96ee32.pdf,0.7096,0.0068783068783068,-0.0859895050525665,0.2601066405477221,Positive,Volume Spike,
Bikaji Foods International Ltd,Intimation,Analyst/ Investor Meet at London,02-06-2025 12:00:03,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f7d35c7e-e508-4ca5-8f0c-3f0da6123f5b.pdf,0.7351,0.0468253968253968,0.1058624237775802,0.3398463461808931,Positive,Volume Spike,
Deepak Builders and Engineers India Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Publication of audited financial results as on 31.03.2025,02-06-2025 11:59:27,https://www.bseindia.com/xml-data/corpfiling/AttachLive/32ea0221-8cde-4ff2-912f-3f3e15e1a616.pdf,-0.7096,0.0504965622612681,0.1216117292642593,0.2322075125423418,Negative,Volume Spike,"MACD Crossover, Supertrend"
Steelman Telecom Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Please find the attached paper publication,02-06-2025 11:58:49,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4aea00a2-cea6-462f-aee2-b1d2c988b77b.pdf,0.1779,0.0214718614718614,0.0968135446310043,0.1066456218308597,Positive,,
Wardwizard Foods and Beverages Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"Enclosed herewith Copies of Newspaper Publication for Audited Fianancial result of the company for the quarter and year ended 31st March, 2025.",02-06-2025 11:58:46,https://www.bseindia.com/xml-data/corpfiling/AttachLive/5d4ad9f5-a2d4-4988-a119-bc4fbfd6253c.pdf,0.1027,0.0365079365079365,0.1430406868457794,0.0949445870061147,Neutral,,
CJ Gelatine Products Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"Attached is the extract of newspapers, wherein, financial results of the company for the period ended March 31, 2025 has been published in prescribed format.",02-06-2025 11:56:15,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9f318164-32fd-4a3c-98b6-5415f65e6760.pdf,0.9153,0.0683473389355742,0.0179686173796653,0.3920147868945719,Positive,,
Shantai Industries Ltd,Announcement under Regulation 30 (LODR)-Meeting Updates,"To file revised Declaration pursuant to regulation 33 (3) (d) of the SEBI (LODR) Regulation, 2015",02-06-2025 11:56:10,https://www.bseindia.com/xml-data/corpfiling/AttachLive/8545ffcb-8f90-473d-8090-80c5d8d43a48.pdf,0.7845,0.1017316017316017,0.0722992271184921,0.3660092486550281,Positive,,
Max Alert Systems Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"In compliance with regulation 30 of SEBI ( LODR) Regulations 2015, the audited financial results of the company for the financial year ended March 31,2025 were published in English Newspaper .... Read More..",02-06-2025 11:54:35,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f885817a-acb6-49ea-bc39-bc87840b7edd.pdf,0.7096,0.0928571428571428,0.1121459677815437,0.345340933191606,Positive,,
Sun TV Network Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Newspaper Publication of Audited Financial results for the quarter and year ended 31st March 2025 of Sun TV Network Limited,02-06-2025 11:54:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c39292dd-0556-405f-8154-90673f01776b.pdf,0.5423,-0.0632653061224489,0.3577426373958587,0.3052631993820229,Positive,,
Unknown,Announcement under Regulation 30 (LODR)-Newspaper Publication,Newspaper Publication of Audited Financial results for the quarter and year ended 31st March 2025 of Sun TV Network Limited,02-06-2025 11:54:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c39292dd-0556-405f-8154-90673f01776b.pdf,0.5423,-0.0632653061224489,0.3577426373958587,0.3052631993820229,Positive,,
Inter Globe Finance Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"Newspaper publication of Audited Standalone Financial Results for Quarter & Year ended March 31,2025",02-06-2025 11:50:21,https://www.bseindia.com/xml-data/corpfiling/AttachLive/1f6e665b-ac8a-48ed-a794-0d2c6a1c9f87.pdf,-0.4215,0.0482142857142857,-0.0046230852603912,0.1555226398638316,Negative,,
Terai Tea Company Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Please find enclosed copies of Newspapers Publications.,02-06-2025 11:49:51,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d9a60517-7412-4c74-99f1-4489491cf121.pdf,0.8225,0.1318772136953955,0.1183402836322784,0.4040652491983022,Positive,,
Medicamen Biotech Ltd-$,Announcement under Regulation 30 (LODR)-Newspaper Publication,"Newspaper publication of Audited Financial Results for the quarter and year ended on March 31, 2025",02-06-2025 11:49:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/ed409b40-5825-4f69-8136-666a0ff8ae05.pdf,0.886,-0.0089285714285714,0.1258017271757125,0.3894619467241424,Positive,,
Bharat Agri Fert & Realty Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"Newspaper Advertisement for publication of Audited Financial Results for the quarter and year ended on 31st March, 2025.",02-06-2025 11:48:51,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a25b5aff-e256-40f2-a520-e77852a5c304.pdf,0.8074,0.0484559884559884,0.1399489939212799,0.3794814947131805,Positive,,
KZ Leasing & Finance Ltd,Announcement under Regulation 30 (LODR)-Press Release / Media Release,"Compliance under Regulation 47 of the sebi ( Listing obligation & Disclosure Requirements) Regulations 2015. As per the reference above, we hereby submit you the Newspaper copy of the .... Read More..",02-06-2025 11:48:35,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2df11cd0-80a6-4f3e-afc5-deb83745a491.pdf,0.6597,0.0380952380952381,0.1335672438144683,0.315378744572912,Positive,,
BFL Asset Finvest Ltd,"Intimation Pursuant To Regulation 30(5) Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015 ('Listing Regulations')- Authorization For Determining Materiality Of Events/Information","Disclosure under Regulation 30(5) of SEBI (LODR) Regulations, 2015 authorisation for determining Materiality of events and information.",02-06-2025 11:48:26,https://www.bseindia.com/xml-data/corpfiling/AttachLive/8c82d707-3f16-46ef-8baa-9d6ec5eb1bed.pdf,0.872,-0.0153439153439153,0.0761280879378318,0.367035251778175,Positive,,
Stratmont Industries Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,News paper publication for the Audited financial Result for the Qtr & Year ended 31st March 2025,02-06-2025 11:48:17,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c596935f-eb51-4403-90de-92f990b536a9.pdf,-0.5859,0.0494747899159663,0.1046825796365737,0.1881127891342379,Negative,,
GK Consultants Ltd,Announcement under Regulation 30 (LODR)-Change in Directorate,Appointment of Managing Director,02-06-2025 11:47:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/780faa13-109e-4a07-aff8-487d530ced75.pdf,-0.1109,-0.0321428571428571,-0.3702241480350494,0.1650701015533719,Negative,,
Aimco Pesticides Ltd,Announcement under Regulation 30 (LODR)-Investor Presentation,"Please find enclosed herewith the copy of Investor Presentation of the Company for the Fourth Quarter and Financial Year ended March 31, 2025.",02-06-2025 11:47:11,https://www.bseindia.com/xml-data/corpfiling/AttachLive/4de7dc91-04fd-4791-8835-8a6f3f711341.pdf,0.3818,-0.0109243697478991,0.0597576685249805,0.1673699896331244,Positive,,
Nisus Finance Services Co Ltd,"Intimation Of Live Interview On ET Now, On Monday, June 02, 2025 At 12:30 P.M. Post Earning Call To Discuss The Outcome Of H2, F.Y.25 And F.Y. 25 Result","Intimation of Live Interview on ET Now, on Monday, June 02, 2025 at 12:30 P.M. post earning call to discuss the Outcome of H2, F.Y. and F.Y. 25 result",02-06-2025 11:46:57,https://www.bseindia.com/xml-data/corpfiling/AttachLive/58f3b408-9223-49d6-bd76-67969daa332a.pdf,0.2263,0.0412337662337662,0.038266584277153,0.1143701051532757,Positive,,
Greenlam Industries Ltd,Announcement under Regulation 30 (LODR)-Press Release / Media Release,Press Release for Q4FY25,02-06-2025 11:46:30,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e2b51625-b738-4b2b-92d1-0f2e61d0c503.pdf,0.9774,0.0607142857142857,0.1666457056999206,0.4591679974242619,Positive,Volume Spike,"MACD Crossover, Supertrend"
Kretto Syscon Ltd,Shareholder Meeting / Postal Ballot-Scrutinizer''s Report,Please find attached Voting results along with scrutinizer report.,02-06-2025 11:43:37,https://www.bseindia.com/xml-data/corpfiling/AttachLive/b2a51457-93df-4feb-b06c-904b41c25e78.pdf,0.9313,0.0496867167919799,0.1819359064102172,0.4420067869606592,Positive,,
Atul Auto Ltd-$,Announcement under Regulation 30 (LODR)-Monthly Business Updates,Sales Update for May 2025,02-06-2025 11:42:49,https://www.bseindia.com/xml-data/corpfiling/AttachLive/39cb7418-4156-4c41-b59f-726c88c2d79a.pdf,0.7579,-0.019047619047619,0.1045623272657394,0.3288144124654361,Positive,Volume Spike,
Aimco Pesticides Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,"Newspaper Publication of Financial Results for March 31, 2025",02-06-2025 11:41:47,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f1f45d90-979c-40e0-a00b-94a1c402019c.pdf,0.5267,0.0525592055003819,0.1132876202464103,0.2604340477240376,Positive,,
Bal Pharma Ltd,Announcement under Regulation 30 (LODR)-Newspaper Publication,Published audited financial results for the quarter and financial year ended 31.03.2025.,02-06-2025 11:41:22,https://www.bseindia.com/xml-data/corpfiling/AttachLive/d76d524d-60bb-4479-85e3-e0c34c725c90.pdf,-0.5994,-0.0492063492063492,0.0084549337625503,0.2519854246331396,Negative,,
BFL Asset Finvest Ltd,Announcement under Regulation 30 (LODR)-Change in Management,"Pursuant to regulation 30 of Listing Regulations, we wish to you inform you that the Borad of Directors in its meeting held on Monday, June 02, 2025 which commenced at 11:00 A.M. and concluded .... Read More..",02-06-2025 11:41:04,https://www.bseindia.com/xml-data/corpfiling/AttachLive/522d025f-a91e-43d5-a765-3da511636ea0.pdf,0.8519,0.0231292517006802,0.1959488242864608,0.4064834227961423,Positive,,
