Company,Headline,Description,Time,pdf_link,vader_score,textblob_score,bert_sentiment,confidence,final_sentiment,Chart_Pattern,Tech_Indicator
Times Green Energy (India) Ltd,"Results For The Financial Year Ended March 31, 2025","Results for the Financial Year Ended March 31, 2025",23-05-2025 14:53:26,https://www.bseindia.com/xml-data/corpfiling/AttachLive/a1af77cb-805c-4956-805e-b6d0fa0dc94e.pdf,0.8591,-0.0629629629629629,-0.0084729492664337,0.322209226331181,Positive,Bull Flag,
KELTECH Energies Ltd,31.3.25,Financial Results - 31.3.25,23-05-2025 14:49:56,https://www.bseindia.com/xml-data/corpfiling/AttachLive/f55acb8f-2d79-41f1-b1bf-98b34ed3844d.pdf,0.9382,0.0217948717948717,0.0284296870231628,0.5903473676454105,Positive,,
Swadeshi Polytex Ltd,Results For Year Eneded 31St March-2025,"Consider and approve Audited Financial Results of the company for the quarter and year ened 31st March, 2025",23-05-2025 14:48:54,https://www.bseindia.com/xml-data/corpfiling/AttachLive/c9f44784-ffb8-4206-9d65-9c160fbdd4d5.pdf,-0.2023,0.0154135338345864,0.0079295933246612,0.0739170618522256,Neutral,,
Hindustan Housing Company Ltd,"Audited Financial Results Of The Company For The Quarter And Year Ended 31St March, 2025","Submission of Audited Financial Results of the Company for the quarter and year ended 31st March, 2025",23-05-2025 14:46:43,https://www.bseindia.com/xml-data/corpfiling/AttachLive/34a5bb6b-84aa-44f9-aa6f-265093f5d1c3.pdf,0.8445,0.046938775510204,0.1282540261745453,0.5903578405054248,Positive,"Bull Flag, Inverse Head and Shoulders","ADX Signal, CMF Signal"
Nandan Denim Ltd,"Audited Financial Results For The Quarter And Year Ended On March 31, 2025.","Audited Financial Results for the Quarter and Year Ended on March 31, 2025.",23-05-2025 14:45:39,https://www.bseindia.com/xml-data/corpfiling/AttachLive/af8d1259-37ff-4eff-8689-8065c1c68aa0.pdf,0.4588,0.0415584415584415,0.0105684995651245,0.1991580823370698,Positive,,
Prakash Industries Ltd,"Audited Financial Results For The Period Ended 31St March, 2025","Audited Financial Results for the period ended 31st March, 2025",23-05-2025 14:41:25,https://www.bseindia.com/xml-data/corpfiling/AttachLive/2c1fc7fa-144b-4bea-b85c-279e52776f71.pdf,0.9432,-0.0277777777777777,0.039140198379755,0.5806887261805932,Positive,"Bull Flag, Inverse Head and Shoulders",
AIA Engineering Ltd,"Audited Financial Results For The Quarter/Year Ended 31St March, 2025","The Board of Directors at its meeting held on today approved the Audited Financial Results for Quarter/Year ended March 31, 2025.",23-05-2025 14:40:24,https://www.bseindia.com/xml-data/corpfiling/AttachLive/9840248b-2881-462c-bf02-b07893f67514.pdf,0.8807,0.025,0.073235884308815,0.3817507652926445,Positive,,
Panchmahal Steel Ltd,Audited Financial Results For The Quarter And Financial Year Ended 31.03.2025,Audited Financial Results for the quarter and financial year ended 31.03.2025,23-05-2025 14:40:09,https://www.bseindia.com/xml-data/corpfiling/AttachLive/97ec0931-2db3-48fb-8be4-8f650c72f898.pdf,0.8225,0.048051948051948,-0.0098133273422718,0.3404715862129029,Positive,,
Kakatiya Cement Sugar & Industries Ltd,"Audited Financial Results For The Quarter And Year Ended 31St March, 2025 Duly Considered And Taken On Record By The Board Of Directors Of Our Company At The Meeting Held On 23.05.2025","Audited Financial Results for quarter and year ended 31st March, 2025.",23-05-2025 14:35:50,https://www.bseindia.com/xml-data/corpfiling/AttachLive/e44172d5-863e-4c96-a271-17ee0fcfbdee.pdf,0.9274,-0.1194444444444444,0.0271398983895778,0.54326863618354,Positive,"Bull Flag, Inverse Head and Shoulders",
CG Vak Software & Exports Ltd,Financial Results For The Period Ended 31.03.2025,We are pleased to inform you that the Board of Directors of our Company was held today the 23.05.2025 and inter-alia decided the following: 1. Approved the Audited Financials Statements .... Read More..,23-05-2025 14:33:41,https://www.bseindia.com/xml-data/corpfiling/AttachLive/510ee4a1-1195-4fc7-9ef9-1b11f90adb4d.pdf,0.9217,-0.0260912698412698,0.0001457519829273,0.5608963446424973,Positive,,
